loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,bank_asset_value,loan_status
1254,0,Graduate,Yes,40753.73,136233.9,14,649,55890.82,Approved
1255,5,Not Graduate,Yes,114110.4,415688,10,726,139727.1,Approved
1256,4,Graduate,No,9315.137,36096.16,18,712,12808.31,Approved
1257,0,Not Graduate,No,112946,434318.3,20,701,122261.2,Approved
1258,3,Graduate,No,72192.31,248015.5,12,655,58219.61,Approved
1259,1,Not Graduate,Yes,51233.25,193289.1,18,385,59384,Rejected
1260,2,Graduate,No,20959.06,44246.9,4,777,16301.49,Approved
1261,3,Graduate,No,19794.67,61712.78,14,696,9315.137,Approved
1262,3,Graduate,No,45411.29,164179.3,16,496,33767.37,Rejected
1263,2,Graduate,Yes,25616.63,91986.98,6,659,27945.41,Approved
1264,3,Not Graduate,Yes,73356.71,206097.4,2,542,61712.78,Rejected
1265,2,Not Graduate,No,25616.63,101302.1,18,729,15137.1,Approved
1266,1,Graduate,No,94315.76,330687.4,6,744,89658.2,Approved
1267,4,Not Graduate,No,79178.67,197946.7,2,749,109452.9,Approved
1268,0,Graduate,No,54726.43,172330,20,755,43082.51,Approved
1269,3,Graduate,Yes,25616.63,61712.78,2,506,32602.98,Rejected
1270,3,Graduate,Yes,40753.73,151371,6,391,50068.86,Rejected
1271,1,Not Graduate,Yes,40753.73,135069.5,10,898,52397.65,Approved
1272,5,Not Graduate,No,5821.961,17465.88,12,527,2328.784,Rejected
1273,5,Not Graduate,No,115274.8,416852.4,20,470,171165.6,Rejected
1274,1,Graduate,No,97808.94,291098,12,694,89658.2,Approved
1275,1,Graduate,No,58219.61,218905.7,14,325,50068.86,Rejected
1276,4,Not Graduate,Yes,64041.57,156028.5,10,880,32602.98,Approved
1277,5,Graduate,Yes,34931.76,138562.7,14,459,48904.47,Rejected
1278,3,Not Graduate,Yes,109452.9,249179.9,10,323,131576.3,Rejected
1279,4,Graduate,No,88493.8,337673.7,8,739,102466.5,Approved
1280,0,Not Graduate,Yes,64041.57,189795.9,10,724,72192.31,Approved
1281,1,Graduate,No,36096.16,86165.02,18,487,52397.65,Rejected
1282,3,Graduate,No,89658.2,322536.6,4,439,72192.31,Approved
1283,2,Graduate,No,114110.4,295755.6,2,655,91986.98,Approved
1284,3,Not Graduate,No,37260.55,107124.1,14,443,52397.65,Rejected
1285,2,Graduate,No,8150.745,30274.2,20,489,10479.53,Rejected
1286,4,Not Graduate,Yes,36096.16,100137.7,14,427,43082.51,Rejected
1287,0,Graduate,Yes,52397.65,122261.2,20,417,67534.74,Rejected
1288,5,Not Graduate,Yes,103630.9,288769.3,18,842,94315.76,Approved
1289,3,Not Graduate,No,68699.14,270139,2,307,73356.71,Approved
1290,2,Not Graduate,No,17465.88,52397.65,18,428,12808.31,Rejected
1291,4,Not Graduate,Yes,73356.71,176987.6,16,415,91986.98,Rejected
1292,3,Not Graduate,Yes,75685.49,211919.4,20,405,78014.27,Rejected
1293,4,Graduate,No,93151.37,366783.5,18,683,111781.6,Approved
1294,1,Graduate,Yes,38424.94,123425.6,14,742,52397.65,Approved
1295,4,Not Graduate,No,45411.29,116439.2,10,530,22123.45,Rejected
1296,3,Graduate,No,18630.27,40753.73,10,844,18630.27,Approved
1297,2,Not Graduate,Yes,45411.29,161850.5,18,715,24452.24,Approved
1298,3,Graduate,Yes,93151.37,306235.1,12,476,104795.3,Rejected
1299,2,Graduate,No,25616.63,55890.82,6,721,25616.63,Approved
1300,4,Not Graduate,No,88493.8,352810.8,12,339,67534.74,Rejected
1301,5,Not Graduate,Yes,31438.59,79178.67,6,461,19794.67,Rejected
1302,2,Graduate,Yes,73356.71,270139,12,556,61712.78,Approved
1303,3,Not Graduate,No,89658.2,217741.3,8,483,118768,Rejected
1304,2,Graduate,No,52397.65,200275.4,18,406,38424.94,Rejected
1305,2,Graduate,Yes,109452.9,288769.3,14,513,87329.41,Rejected
1306,0,Not Graduate,No,53562.04,146713.4,16,574,41918.12,Approved
1307,0,Graduate,Yes,60548.39,182809.6,6,692,64041.57,Approved
1308,5,Graduate,Yes,93151.37,346988.9,18,867,107124.1,Approved
1309,1,Not Graduate,Yes,115274.8,448291,2,875,75685.49,Approved
1310,4,Graduate,Yes,98973.33,216576.9,10,597,135069.5,Approved
1311,2,Graduate,Yes,57055.22,139727.1,20,513,55890.82,Rejected
1312,3,Graduate,Yes,81507.45,281782.9,2,354,91986.98,Approved
1313,2,Not Graduate,No,111781.6,301577.6,18,647,133905.1,Approved
1314,1,Graduate,No,112946,275960.9,6,875,121096.8,Approved
1315,1,Graduate,No,72192.31,166508.1,20,819,50068.86,Approved
1316,4,Not Graduate,Yes,47740.08,111781.6,10,521,57055.22,Rejected
1317,0,Graduate,Yes,71027.92,231714,20,761,82671.84,Approved
1318,0,Graduate,No,8150.745,22123.45,18,572,3493.176,Approved
1319,3,Graduate,No,74521.1,280618.5,12,571,87329.41,Approved
1320,4,Graduate,Yes,44246.9,90822.59,20,891,38424.94,Approved
1321,1,Not Graduate,No,57055.22,172330,12,895,60548.39,Approved
1322,2,Graduate,No,24452.24,76849.88,20,580,24452.24,Approved
1323,2,Graduate,No,72192.31,272467.8,8,605,107124.1,Approved
1324,4,Not Graduate,No,18630.27,59384,8,705,22123.45,Approved
1325,1,Not Graduate,Yes,15137.1,58219.61,20,423,18630.27,Rejected
1326,5,Not Graduate,Yes,85000.63,261988.2,2,846,66370.35,Approved
1327,2,Not Graduate,No,24452.24,58219.61,4,542,36096.16,Rejected
1328,5,Not Graduate,No,6986.353,27945.41,18,631,10479.53,Approved
1329,4,Graduate,No,81507.45,285276.1,18,318,41918.12,Rejected
1330,1,Not Graduate,Yes,34931.76,79178.67,10,541,33767.37,Rejected
1331,1,Graduate,No,10479.53,33767.37,20,782,9315.137,Approved
1332,2,Graduate,No,111781.6,407537.3,2,888,67534.74,Approved
1333,0,Graduate,No,17465.88,41918.12,14,747,13972.71,Approved
1334,0,Graduate,Yes,58219.61,220070.1,6,641,78014.27,Approved
1335,3,Graduate,Yes,5821.961,19794.67,4,640,2328.784,Approved
1336,4,Not Graduate,No,88493.8,327194.2,12,324,129247.5,Rejected
1337,4,Graduate,No,64041.57,246851.1,20,359,74521.1,Rejected
1338,0,Not Graduate,Yes,76849.88,271303.4,12,338,108288.5,Rejected
1339,0,Graduate,No,16301.49,37260.55,14,384,23287.84,Rejected
1340,5,Not Graduate,Yes,102466.5,309728.3,16,545,88493.8,Rejected
1341,5,Not Graduate,No,72192.31,281782.9,18,610,96644.55,Approved
1342,2,Graduate,Yes,96644.55,324865.4,18,840,107124.1,Approved
1343,3,Not Graduate,No,27945.41,94315.76,6,630,26781.02,Approved
1344,1,Graduate,No,105959.7,363290.3,4,508,90822.59,Approved
1345,0,Not Graduate,Yes,110617.3,406372.9,4,535,163014.9,Approved
1346,1,Graduate,No,13972.71,39589.33,20,717,10479.53,Approved
1347,2,Graduate,Yes,89658.2,224727.7,8,735,121096.8,Approved
1348,5,Graduate,Yes,90822.59,256166.3,20,528,57055.22,Rejected
1349,0,Graduate,Yes,109452.9,232878.4,4,350,54726.43,Rejected
1350,0,Not Graduate,No,19794.67,66370.35,12,422,10479.53,Rejected
1351,5,Graduate,No,46575.69,159521.7,6,496,43082.51,Rejected
1352,4,Not Graduate,No,48904.47,180480.8,18,794,25616.63,Approved
1353,2,Graduate,No,27945.41,89658.2,6,719,18630.27,Approved
1354,3,Not Graduate,Yes,31438.59,71027.92,14,630,26781.02,Approved
1355,3,Not Graduate,Yes,6986.353,20959.06,4,843,4657.569,Approved
1356,2,Graduate,No,53562.04,181645.2,2,764,67534.74,Approved
1357,3,Graduate,No,83836.23,206097.4,4,662,61712.78,Approved
1358,0,Not Graduate,No,54726.43,180480.8,16,311,31438.59,Rejected
1359,4,Not Graduate,No,50068.86,117603.6,2,606,64041.57,Approved
1360,5,Graduate,No,54726.43,118768,16,874,81507.45,Approved
1361,4,Not Graduate,Yes,101302.1,349317.6,4,370,140891.4,Approved
1362,1,Graduate,No,81507.45,238700.4,10,414,59384,Rejected
1363,2,Not Graduate,No,6986.353,12808.31,10,800,10479.53,Approved
1364,1,Not Graduate,No,79178.67,196782.3,12,779,51233.25,Approved
1365,1,Not Graduate,No,74521.1,164179.3,20,553,41918.12,Approved
1366,4,Not Graduate,No,88493.8,348153.3,18,445,66370.35,Rejected
1367,3,Not Graduate,No,104795.3,249179.9,8,496,145549,Rejected
1368,0,Graduate,Yes,27945.41,68699.14,10,650,26781.02,Approved
1369,3,Not Graduate,No,79178.67,208426.2,6,783,64041.57,Approved
1370,5,Graduate,Yes,40753.73,157192.9,10,535,36096.16,Rejected
1371,4,Graduate,Yes,103630.9,395893.3,20,415,149042.2,Rejected
1372,0,Not Graduate,No,69863.53,178152,8,709,40753.73,Approved
1373,3,Not Graduate,No,8150.745,29109.8,14,819,10479.53,Approved
1374,0,Not Graduate,Yes,79178.67,201439.8,18,841,101302.1,Approved
1375,4,Not Graduate,Yes,61712.78,124590,12,700,33767.37,Approved
1376,1,Graduate,Yes,16301.49,48904.47,4,881,15137.1,Approved
1377,2,Graduate,Yes,16301.49,53562.04,4,804,8150.745,Approved
1378,4,Not Graduate,No,107124.1,252673.1,6,653,100137.7,Approved
1379,1,Graduate,Yes,91986.98,340002.5,2,663,117603.6,Approved
1380,0,Not Graduate,No,52397.65,203768.6,10,495,72192.31,Rejected
1381,1,Not Graduate,No,44246.9,114110.4,8,335,20959.06,Rejected
1382,5,Graduate,Yes,17465.88,57055.22,6,618,10479.53,Approved
1383,3,Not Graduate,No,13972.71,27945.41,12,480,19794.67,Rejected
1384,4,Not Graduate,No,19794.67,57055.22,18,843,20959.06,Approved
1385,4,Graduate,No,60548.39,164179.3,16,483,31438.59,Rejected
1386,1,Not Graduate,No,18630.27,59384,12,548,9315.137,Rejected
1387,4,Graduate,Yes,76849.88,186302.7,16,379,52397.65,Rejected
1388,5,Not Graduate,Yes,109452.9,309728.3,20,771,136233.9,Approved
1389,4,Graduate,Yes,3493.176,5821.961,2,353,4657.569,Rejected
1390,5,Not Graduate,No,53562.04,133905.1,16,668,64041.57,Approved
1391,3,Not Graduate,Yes,71027.92,248015.5,2,387,47740.08,Approved
1392,0,Not Graduate,Yes,17465.88,47740.08,12,789,15137.1,Approved
1393,0,Graduate,Yes,4657.569,10479.53,2,855,4657.569,Approved
1394,0,Not Graduate,No,101302.1,391235.8,14,751,81507.45,Approved
1395,3,Not Graduate,No,81507.45,251508.7,12,739,97808.94,Approved
1396,4,Graduate,No,54726.43,152535.4,14,492,74521.1,Rejected
1397,4,Not Graduate,Yes,88493.8,277125.3,16,896,74521.1,Approved
1398,1,Not Graduate,Yes,107124.1,285276.1,4,545,154864.2,Rejected
1399,5,Not Graduate,No,109452.9,428496.3,20,891,103630.9,Approved
1400,0,Graduate,No,55890.82,175823.2,6,848,40753.73,Approved
1401,3,Not Graduate,Yes,6986.353,27945.41,12,884,6986.353,Approved
1402,3,Graduate,Yes,57055.22,166508.1,14,439,59384,Rejected
1403,3,Graduate,Yes,38424.94,98973.33,12,586,45411.29,Approved
1404,3,Graduate,Yes,105959.7,218905.7,20,308,55890.82,Rejected
1405,5,Graduate,No,71027.92,273632.2,16,300,55890.82,Rejected
1406,3,Graduate,Yes,97808.94,228220.9,2,741,96644.55,Approved
1407,4,Graduate,No,91986.98,365619.1,8,698,59384,Approved
1408,2,Not Graduate,Yes,71027.92,259659.4,10,733,65205.96,Approved
1409,3,Not Graduate,Yes,23287.84,48904.47,16,571,15137.1,Approved
1410,3,Graduate,Yes,115274.8,348153.3,20,490,86165.02,Rejected
1411,2,Not Graduate,No,110617.3,295755.6,16,451,132740.7,Rejected
1412,4,Graduate,Yes,22123.45,79178.67,6,559,13972.71,Approved
1413,4,Graduate,Yes,80343.06,249179.9,10,577,73356.71,Approved
1414,2,Not Graduate,Yes,17465.88,58219.61,4,613,24452.24,Approved
1415,4,Not Graduate,No,22123.45,44246.9,20,785,17465.88,Approved
1416,0,Graduate,Yes,26781.02,69863.53,8,690,23287.84,Approved
1417,2,Not Graduate,No,90822.59,199111.1,14,351,82671.84,Rejected
1418,4,Not Graduate,No,4657.569,11643.92,10,447,3493.176,Rejected
1419,0,Graduate,Yes,109452.9,223563.3,20,708,153699.8,Approved
1420,2,Graduate,No,105959.7,252673.1,12,549,142055.8,Rejected
1421,1,Graduate,Yes,104795.3,218905.7,8,797,87329.41,Approved
1422,4,Not Graduate,No,82671.84,166508.1,14,537,71027.92,Rejected
1423,3,Graduate,No,9315.137,29109.8,12,828,8150.745,Approved
1424,0,Graduate,Yes,52397.65,111781.6,14,471,41918.12,Rejected
1425,5,Graduate,No,98973.33,295755.6,4,336,104795.3,Rejected
1426,3,Not Graduate,Yes,29109.8,114110.4,16,424,15137.1,Rejected
1427,2,Graduate,No,17465.88,38424.94,18,440,20959.06,Rejected
1428,0,Not Graduate,No,72192.31,201439.8,8,583,38424.94,Approved
1429,1,Not Graduate,Yes,15137.1,33767.37,6,480,16301.49,Rejected
1430,5,Not Graduate,No,76849.88,300413.2,10,670,98973.33,Approved
1431,0,Graduate,Yes,61712.78,159521.7,6,329,32602.98,Rejected
1432,5,Not Graduate,No,16301.49,34931.76,6,754,16301.49,Approved
1433,2,Not Graduate,Yes,33767.37,90822.59,18,588,48904.47,Approved
1434,3,Not Graduate,No,75685.49,192124.7,4,551,88493.8,Approved
1435,3,Graduate,No,96644.55,220070.1,4,316,95480.16,Rejected
1436,2,Not Graduate,Yes,103630.9,374934.3,12,382,62877.18,Rejected
1437,3,Graduate,No,61712.78,174658.8,6,717,61712.78,Approved
1438,0,Graduate,No,32602.98,85000.63,6,676,37260.55,Approved
1439,1,Not Graduate,No,93151.37,323701,6,667,115274.8,Approved
1440,3,Not Graduate,No,45411.29,122261.2,20,821,45411.29,Approved
1441,0,Graduate,No,72192.31,234042.8,20,345,47740.08,Rejected
1442,3,Not Graduate,Yes,68699.14,223563.3,10,442,54726.43,Rejected
1443,1,Graduate,Yes,69863.53,271303.4,12,672,74521.1,Approved
1444,3,Not Graduate,Yes,105959.7,341166.9,2,508,138562.7,Approved
1445,5,Graduate,Yes,39589.33,143220.2,10,615,40753.73,Approved
1446,1,Graduate,Yes,20959.06,51233.25,8,689,18630.27,Approved
1447,1,Graduate,No,3493.176,13972.71,18,747,2328.784,Rejected
1448,1,Graduate,Yes,104795.3,265481.4,10,412,54726.43,Rejected
1449,1,Graduate,No,74521.1,196782.3,2,703,86165.02,Approved
1450,5,Not Graduate,No,67534.74,258495.1,16,884,98973.33,Approved
1451,5,Graduate,Yes,30274.2,100137.7,18,651,30274.2,Approved
1452,4,Not Graduate,No,76849.88,201439.8,14,793,45411.29,Approved
1453,2,Not Graduate,No,71027.92,253837.5,4,407,67534.74,Approved
1454,2,Not Graduate,No,47740.08,129247.5,8,390,39589.33,Rejected
1455,3,Not Graduate,Yes,3493.176,11643.92,12,469,3493.176,Rejected
1456,4,Graduate,No,54726.43,121096.8,6,373,62877.18,Rejected
1457,4,Graduate,Yes,17465.88,67534.74,2,304,16301.49,Approved
1458,5,Not Graduate,No,31438.59,96644.55,8,833,38424.94,Approved
1459,2,Graduate,No,80343.06,243358,2,302,107124.1,Approved
1460,0,Graduate,No,88493.8,334180.5,6,397,44246.9,Rejected
1461,1,Graduate,No,47740.08,116439.2,6,891,41918.12,Approved
1462,3,Not Graduate,No,47740.08,142055.8,2,457,57055.22,Rejected
1463,4,Not Graduate,No,18630.27,37260.55,16,657,13972.71,Approved
1464,2,Not Graduate,Yes,4657.569,16301.49,2,480,2328.784,Approved
1465,5,Graduate,Yes,51233.25,201439.8,20,840,26781.02,Approved
1466,2,Not Graduate,Yes,44246.9,93151.37,12,866,22123.45,Approved
1467,0,Not Graduate,No,50068.86,197946.7,8,619,45411.29,Approved
1468,1,Graduate,Yes,104795.3,390071.4,2,748,133905.1,Approved
1469,3,Not Graduate,Yes,110617.3,296920,12,881,103630.9,Approved
1470,2,Graduate,Yes,80343.06,161850.5,8,829,53562.04,Approved
1471,3,Not Graduate,No,50068.86,129247.5,6,312,38424.94,Rejected
1472,3,Not Graduate,No,76849.88,249179.9,10,467,60548.39,Rejected
1473,1,Graduate,Yes,60548.39,166508.1,18,650,41918.12,Approved
1474,3,Graduate,Yes,4657.569,12808.31,6,711,1164.392,Approved
1475,4,Not Graduate,No,15137.1,47740.08,18,886,6986.353,Approved
1476,5,Not Graduate,No,112946,330687.4,4,494,116439.2,Rejected
1477,2,Graduate,Yes,62877.18,126918.7,14,741,65205.96,Approved
1478,4,Not Graduate,No,13972.71,38424.94,12,876,11643.92,Approved
1479,0,Graduate,Yes,81507.45,307399.5,14,610,61712.78,Approved
1480,5,Graduate,No,88493.8,302742,6,778,126918.7,Approved
1481,5,Graduate,Yes,8150.745,20959.06,14,571,4657.569,Approved
1482,3,Graduate,Yes,87329.41,292262.4,18,554,54726.43,Approved
1483,0,Not Graduate,Yes,26781.02,72192.31,8,712,17465.88,Approved
1484,5,Not Graduate,Yes,65205.96,133905.1,4,695,90822.59,Approved
1485,0,Not Graduate,Yes,62877.18,126918.7,20,366,55890.82,Rejected
1486,1,Not Graduate,Yes,20959.06,64041.57,10,426,18630.27,Rejected
1487,0,Not Graduate,No,33767.37,80343.06,10,320,17465.88,Rejected
1488,3,Not Graduate,Yes,16301.49,53562.04,8,543,23287.84,Rejected
1489,2,Graduate,No,32602.98,128083.1,16,525,27945.41,Rejected
1490,0,Not Graduate,Yes,38424.94,152535.4,12,812,50068.86,Approved
1491,0,Not Graduate,No,81507.45,294591.2,14,697,78014.27,Approved
1492,1,Not Graduate,No,45411.29,175823.2,12,527,44246.9,Rejected
1493,1,Not Graduate,No,66370.35,200275.4,4,512,34931.76,Approved
1494,0,Graduate,No,47740.08,107124.1,4,671,57055.22,Approved
1495,1,Graduate,Yes,25616.63,101302.1,20,539,30274.2,Rejected
1496,5,Not Graduate,No,25616.63,83836.23,10,532,18630.27,Rejected
1497,3,Not Graduate,Yes,29109.8,89658.2,16,485,37260.55,Rejected
1498,0,Not Graduate,Yes,10479.53,24452.24,6,521,8150.745,Rejected
1499,1,Not Graduate,No,33767.37,86165.02,10,874,38424.94,Approved
1500,2,Not Graduate,No,114110.4,266645.8,10,788,163014.9,Approved
1501,2,Not Graduate,No,60548.39,172330,12,659,47740.08,Approved
1502,1,Graduate,Yes,100137.7,228220.9,16,498,61712.78,Rejected
1503,2,Graduate,Yes,55890.82,153699.8,20,310,48904.47,Rejected
1504,0,Graduate,No,23287.84,54726.43,6,785,19794.67,Approved
1505,0,Graduate,No,41918.12,101302.1,10,309,38424.94,Rejected
1506,3,Not Graduate,Yes,61712.78,228220.9,2,433,34931.76,Approved
1507,1,Not Graduate,Yes,4657.569,15137.1,18,801,6986.353,Approved
1508,3,Graduate,Yes,75685.49,260823.8,6,488,79178.67,Rejected
1509,0,Not Graduate,Yes,26781.02,69863.53,16,756,13972.71,Approved
1510,3,Graduate,No,11643.92,32602.98,4,757,10479.53,Approved
1511,5,Not Graduate,No,37260.55,117603.6,6,828,34931.76,Approved
1512,3,Graduate,Yes,39589.33,83836.23,12,733,25616.63,Approved
1513,0,Not Graduate,No,111781.6,444797.8,8,421,160686.1,Rejected
1514,3,Not Graduate,No,61712.78,236371.6,4,872,88493.8,Approved
1515,3,Graduate,No,54726.43,202604.2,10,393,61712.78,Rejected
1516,3,Graduate,No,112946,440140.2,12,700,138562.7,Approved
1517,5,Graduate,No,102466.5,251508.7,18,613,97808.94,Approved
1518,5,Graduate,No,68699.14,156028.5,6,455,80343.06,Rejected
1519,4,Graduate,Yes,27945.41,82671.84,16,871,40753.73,Approved
1520,4,Graduate,Yes,91986.98,250344.3,16,497,89658.2,Rejected
1521,0,Graduate,No,16301.49,31438.59,2,649,12808.31,Approved
1522,0,Graduate,Yes,40753.73,116439.2,14,709,58219.61,Approved
1523,4,Graduate,No,39589.33,157192.9,12,705,57055.22,Approved
1524,2,Graduate,No,71027.92,274796.5,2,476,44246.9,Approved
1525,2,Not Graduate,Yes,34931.76,82671.84,4,819,24452.24,Approved
1526,5,Not Graduate,Yes,39589.33,109452.9,16,535,37260.55,Rejected
1527,0,Graduate,Yes,4657.569,13972.71,14,889,2328.784,Approved
1528,0,Graduate,No,68699.14,137398.3,12,468,72192.31,Rejected
1529,5,Graduate,Yes,4657.569,9315.137,2,759,3493.176,Approved
1530,3,Graduate,Yes,104795.3,391235.8,2,426,138562.7,Approved
1531,0,Graduate,Yes,102466.5,274796.5,8,712,129247.5,Approved
1532,4,Graduate,Yes,23287.84,54726.43,2,615,34931.76,Approved
1533,2,Graduate,No,54726.43,163014.9,12,784,80343.06,Approved
1534,4,Not Graduate,No,31438.59,71027.92,16,677,44246.9,Approved
1535,1,Not Graduate,No,30274.2,91986.98,12,306,38424.94,Rejected
1536,1,Not Graduate,Yes,104795.3,295755.6,16,655,83836.23,Approved
1537,4,Not Graduate,No,59384,225892.1,8,755,61712.78,Approved
1538,2,Graduate,No,76849.88,300413.2,18,598,68699.14,Approved
1539,2,Graduate,No,51233.25,114110.4,18,712,74521.1,Approved
1540,4,Not Graduate,Yes,17465.88,53562.04,6,524,16301.49,Rejected
1541,1,Not Graduate,No,72192.31,268974.6,16,838,81507.45,Approved
1542,4,Graduate,Yes,10479.53,33767.37,6,560,10479.53,Approved
1543,3,Not Graduate,No,89658.2,307399.5,12,759,125754.4,Approved
1544,2,Graduate,Yes,6986.353,27945.41,6,454,3493.176,Rejected
1545,4,Not Graduate,No,50068.86,192124.7,4,539,24452.24,Approved
1546,2,Not Graduate,Yes,95480.16,323701,16,827,124590,Approved
1547,0,Not Graduate,No,40753.73,138562.7,12,686,29109.8,Approved
1548,1,Graduate,Yes,115274.8,397057.7,14,371,72192.31,Rejected
1549,5,Graduate,No,8150.745,22123.45,4,784,6986.353,Approved
1550,1,Graduate,Yes,24452.24,85000.63,16,826,16301.49,Approved
1551,2,Not Graduate,No,37260.55,122261.2,12,502,52397.65,Rejected
1552,0,Graduate,No,33767.37,90822.59,8,367,41918.12,Rejected
1553,0,Not Graduate,No,81507.45,213083.8,6,541,96644.55,Rejected
1554,1,Graduate,No,43082.51,158357.3,16,608,32602.98,Approved
1555,3,Not Graduate,Yes,52397.65,152535.4,12,570,67534.74,Approved
1556,3,Graduate,No,2328.784,9315.137,18,752,2328.784,Approved
1557,5,Not Graduate,Yes,65205.96,238700.4,8,873,90822.59,Approved
1558,5,Graduate,No,62877.18,216576.9,2,538,46575.69,Approved
1559,4,Not Graduate,No,3493.176,11643.92,10,819,2328.784,Approved
1560,1,Graduate,Yes,87329.41,346988.9,18,770,101302.1,Approved
1561,5,Not Graduate,Yes,29109.8,111781.6,6,345,30274.2,Rejected
1562,4,Graduate,Yes,36096.16,94315.76,12,730,52397.65,Approved
1563,1,Graduate,Yes,88493.8,224727.7,20,835,95480.16,Approved
1564,3,Not Graduate,Yes,5821.961,19794.67,2,811,2328.784,Approved
1565,2,Not Graduate,No,31438.59,68699.14,14,662,44246.9,Approved
1566,2,Not Graduate,Yes,40753.73,154864.2,4,420,26781.02,Approved
1567,5,Not Graduate,No,43082.51,136233.9,4,413,31438.59,Approved
1568,2,Not Graduate,Yes,65205.96,232878.4,10,367,69863.53,Rejected
1569,5,Not Graduate,Yes,55890.82,190960.3,14,390,46575.69,Rejected
1570,4,Not Graduate,Yes,60548.39,142055.8,2,602,89658.2,Approved
1571,3,Graduate,No,33767.37,133905.1,16,843,50068.86,Approved
1572,1,Graduate,No,31438.59,79178.67,20,713,22123.45,Approved
1573,3,Graduate,No,58219.61,188631.5,8,591,58219.61,Approved
1574,2,Not Graduate,Yes,31438.59,109452.9,14,701,22123.45,Approved
